read_id	transcript_id
5071244b-494d-4ff6-a67e-7f62bd71e0da	transcript_1.known
5a62722f-23e0-499d-9370-e54bdd43407c	transcript_1.known
af411cd0-5644-4810-81fa-c02d577322a8	transcript_1.known
02976f15-9004-4f90-a938-29e628b58add	transcript_1.known
acf5eaaa-acdd-4b62-8c2c-8b3c27385077	transcript_1.known
1eb31f2d-9862-430e-8748-2ebee3ce6a3f	transcript_1.known
c4cfcc32-59d1-48cd-bbb1-c48cfd7ebafc	transcript_1.known
eb274a63-c74e-472b-a38b-8432a029f1d5	transcript_1.known
8d33e451-2b3a-4424-ba5b-0da5bde88b06	transcript_1.known
4c81a847-b03e-45c7-bcbf-5ad64e49cde2	transcript_1.known
74e7c9c9-46b8-447a-9e3b-a8c1f38d7c25	transcript_1.known
83e67454-7b33-48d3-9cd3-96283a64b1c1	transcript_1.known
2c1e71a4-e137-4deb-ae11-b82bece52ed6	transcript_1.known
c07993e0-ac31-4e49-b53f-6f3154c8dc58	transcript_1.known
eb4812ca-2363-43ae-83ed-be9a05955eae	transcript_1.known
747e4f83-7df3-415a-a63f-dfe706b06ce7	transcript_1.known
89f3c8b0-eb3e-4422-b9b1-2d2338825858	transcript_1.known
d630f5e8-da5b-4f40-a48f-8884317ffcad	transcript_1.known
8c09afce-67fd-46ce-bf3d-87354b48be09	transcript_1.known
cf906120-10ac-4f7d-9cda-5ad80f3ff5b6	transcript_1.known
8e059478-c7ac-4c0d-abe6-8b74ae072ab7	transcript_1.known
f885e891-8468-4478-a1f5-2cd51761b0b2	transcript_1.known
09cc8bf9-197e-4e88-a1cb-d349d944be3f	transcript_1.known
d447f400-d051-40fd-b7d8-a1b3a5d3ade5	transcript_1.known
576e2caf-b521-4a01-bec5-5989788bb821	transcript_1.known
9bc3395e-9a5d-4a32-8059-6e4be83cb21d	transcript_1.known
dd3e97cf-9442-4fe2-902f-5bcc2309e81e	transcript_1.known
56cde297-89ad-4a54-b843-77b089355de5	transcript_1.known
e1cf3926-8d5f-4687-883a-92ed505ad9ad	transcript_1.known
10e575c2-19f2-48aa-82c3-34fcd0eacd6d	transcript_1.known
92845132-1654-413b-baa7-be24c073cfd0	transcript_1.known
faae46a4-1da6-480f-b2cc-1336c55c0cc3	transcript_1.known
18b39c94-000c-487b-8f40-a7e303f258ca	transcript_1.known
3e7a2bd8-4c12-44f3-9c78-488c93bd726c	transcript_1.known
463422b7-02d0-4c7d-9ad0-7195ff5cb19d	transcript_1.known
c0e7ca44-1efa-4fa4-9296-4639ca4041ff	transcript_1.known
806079a5-de18-4eb8-87fd-35c3f852ea64	transcript_1.known
f1ae7679-f521-41f6-b153-7f6eabdb3485	transcript_1.known
680f4a86-812e-4516-82be-6afcb6af5cbf	transcript_1.known
86fa9605-a14b-40a2-a42e-ae6f7f51a726	transcript_1.known
5a54689f-98fd-455d-916a-04dfc92ee93e	transcript_1.known
034f7ce8-dc25-4909-be9d-76af93b36b6b	transcript_1.known
24ca8cc9-01c9-4fa2-b6c6-9461e2785c06	transcript_1.known
e0d03765-266f-417c-8439-1ef5d176e960	transcript_1.known
2cda05b0-31bb-467d-9ba4-84f10aeea6fe	transcript_1.known
a1d8af99-7ef6-4d02-8e8c-e9b1906e51d3	transcript_1.known
544b67fc-20ab-4921-9f00-8b6ca0680964	transcript_1.known
273dba3c-a368-4dcf-82ec-e0c26e2993ec	transcript_1.known
04dde771-5469-4518-acaf-05a4337fb5fb	transcript_1.known
4c6d90ff-8c13-4185-bd4a-d852d6183049	transcript_1.known
ac022027-cbf6-4f52-b5a9-6b8012693c62	transcript_1.known
046e3cfb-2cdf-4ade-985d-29a35bebc89a	transcript_1.known
ca26ab4f-bf59-4000-9548-de2b7a66d1f3	transcript_1.known
71ec6008-595c-467b-ab0e-bceebb0bfce1	transcript_1.known
bcad9b2f-2341-491a-a547-90308c283c91	transcript_1.known
97e1b5b4-1a11-4b33-a0c6-4f8998e34ce2	transcript_1.known
59f4f224-844f-4a6b-bb6f-c38f1ada93e1	transcript_1.known
6fee6953-f384-421a-8ef9-951499a57e74	transcript_1.known
54cb57c3-898b-41b3-8200-1ce2d4ae2f95	transcript_1.known
b35c26d0-b050-41a8-b7b3-8584f5119c41	transcript_1.known
fe81a0ca-b25d-468e-9ccf-8b090e01dfaa	transcript_1.known
dab7c7d0-3409-440f-870f-f28be95546e4	transcript_1.known
b10fcf46-9ea3-4325-99b2-523acecb435c	transcript_1.known
e0885ccd-fed8-40f7-a548-751b584241b0	transcript_1.known
1c66578e-06c3-442f-aacb-661a4a4cef0a	transcript_1.known
18b07a51-6cdf-458b-91b2-19da7c916281	transcript_1.known
f58dd8d0-f5ee-4eef-87d1-69287dceadbb	transcript_1.known
da1c7927-20a9-4480-a6cb-d44dbeaf4da2	transcript_1.known
2429c9c2-faf1-4980-9b9a-d5cb07faf1d7	transcript_1.known
a0f84c81-5a40-410a-b619-a9859782d5d3	transcript_1.known
b3493db9-8c20-47cc-9dd0-b02fd1d43111	transcript_1.known
32aa3c75-11c9-46db-a209-59f4003faee6	transcript_1.known
c696e2ef-e0bd-49fe-9e58-d5a6fc38465b	transcript_1.known
1188d923-1336-405b-bb7f-6ebeb7c9df48	transcript_1.known
dcccd243-fab4-41f8-843d-50bc78afbc54	transcript_1.known
97d265ef-e564-43c7-99b8-6f5da479aed7	transcript_1.known
11da2baa-5e45-4048-810d-988b41446e7c	transcript_1.known
5c92336a-579a-4866-ac30-9dd9a7d91d77	transcript_1.known
1d637656-a994-401d-9d71-798835bf4142	transcript_1.known
a6fdba37-fcf8-443c-aef0-bda703de3fe1	transcript_1.known
